timestamp,hour,wind speed,wind direction,friction velocity,wind speed_10 m,wind direction_10 m
20200423,18,4.3,100.0,5.978822334465398,6.257464055547175,100.0
20200423,19,4.1,99.0,5.700737574722821,5.966419215754283,99.0
20200423,20,4.0,97.0,5.5616951948515325,5.820896795857838,97.0
20200423,21,3.9,98.0,5.422652814980244,5.6753743759613915,98.0
20200423,22,3.8,101.0,5.283610435108956,5.529851956064946,101.0
20200423,23,3.8,103.0,5.283610435108956,5.529851956064946,103.0
20200424,0,4.2,106.0,5.83977995459411,6.11194163565073,106.0
20200424,1,4.4,110.0,6.117864714336687,6.4029864754436225,110.0
20200424,2,4.6,115.0,6.395949474079262,6.694031315236513,115.0
20200424,3,4.7,121.0,6.534991853950551,6.839553735132959,121.0
20200424,4,4.7,126.0,6.534991853950551,6.839553735132959,126.0
20200424,5,4.7,130.0,6.534991853950551,6.839553735132959,130.0
20200424,6,4.7,134.0,6.534991853950551,6.839553735132959,134.0
20200424,7,4.6,139.0,6.395949474079262,6.694031315236513,139.0
20200424,8,4.6,144.0,6.395949474079262,6.694031315236513,144.0
20200424,9,4.5,144.0,6.256907094207975,6.548508895340068,144.0
20200424,10,4.8,138.0,6.674034233821839,6.985076155029406,138.0
20200424,11,5.1,130.0,7.091161373435704,7.4216434147187424,130.0
20200424,12,5.1,122.0,7.091161373435704,7.4216434147187424,122.0
20200424,13,4.8,115.0,6.674034233821839,6.985076155029406,115.0
20200424,14,4.3,108.0,5.978822334465398,6.257464055547175,108.0
20200424,15,3.8,104.0,5.283610435108956,5.529851956064946,104.0
20200424,16,3.4,103.0,4.727440915623803,4.947762276479162,103.0
20200424,17,3.2,101.0,4.449356155881227,4.656717436686271,101.0
20200424,18,2.9,97.0,4.032229016267361,4.220150176996932,97.0
20200424,19,2.5,94.0,3.476059496782208,3.6380604974111486,94.0
20200424,20,2.3,91.0,3.197974737039631,3.3470156576182566,91.0
20200424,21,2.6,89.0,3.615101876653496,3.7835829173075948,89.0
20200424,22,3.3,89.0,4.588398535752515,4.802239856582716,89.0
20200424,23,4.4,90.0,6.117864714336687,6.4029864754436225,90.0
20200425,0,5.4,92.0,7.508288513049569,7.858210674408082,92.0
20200425,1,5.9,93.0,8.203500412406012,8.585822773890312,93.0
20200425,2,5.8,98.0,8.064458032534722,8.440300353993864,98.0
20200425,3,5.4,106.0,7.508288513049569,7.858210674408082,106.0
20200425,4,5.5,113.0,7.647330892920858,8.003733094304527,113.0
20200425,5,5.7,119.0,7.9254156526634345,8.29477793409742,119.0
20200425,6,5.7,124.0,7.9254156526634345,8.29477793409742,124.0
20200425,7,5.5,128.0,7.647330892920858,8.003733094304527,128.0
20200425,8,5.1,133.0,7.091161373435704,7.4216434147187424,133.0
20200425,9,4.6,136.0,6.395949474079262,6.694031315236513,136.0
20200425,10,4.2,139.0,5.83977995459411,6.11194163565073,139.0
20200425,11,4.3,139.0,5.978822334465398,6.257464055547175,139.0
20200425,12,4.5,138.0,6.256907094207975,6.548508895340068,138.0
20200425,13,4.8,137.0,6.674034233821839,6.985076155029406,137.0
20200425,14,4.9,133.0,6.813076613693128,7.130598574925852,133.0
20200425,15,4.8,130.0,6.674034233821839,6.985076155029406,130.0
20200425,16,4.7,128.0,6.534991853950551,6.839553735132959,128.0
20200425,17,4.5,128.0,6.256907094207975,6.548508895340068,128.0
20200425,18,4.5,128.0,6.256907094207975,6.548508895340068,128.0
20200425,19,4.6,128.0,6.395949474079262,6.694031315236513,128.0
20200425,20,4.7,126.0,6.534991853950551,6.839553735132959,126.0
20200425,21,4.6,124.0,6.395949474079262,6.694031315236513,124.0
20200425,22,4.6,122.0,6.395949474079262,6.694031315236513,122.0
20200425,23,4.8,121.0,6.674034233821839,6.985076155029406,121.0
20200426,0,5.0,121.0,6.952118993564416,7.276120994822297,121.0
20200426,1,4.9,121.0,6.813076613693128,7.130598574925852,121.0
20200426,2,4.5,122.0,6.256907094207975,6.548508895340068,122.0
20200426,3,4.2,125.0,5.83977995459411,6.11194163565073,125.0
20200426,4,4.2,129.0,5.83977995459411,6.11194163565073,129.0
20200426,5,4.2,130.0,5.83977995459411,6.11194163565073,130.0
20200426,6,4.1,129.0,5.700737574722821,5.966419215754283,129.0
